Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Continent
World,4395333,57731,295728,3277,1637154,2462451,46120,564,37.9,0,0,All
Europe,1696176,20434,157218,1456,703025,835933,13237,0,0,0,0,Europe
North America,1557235,12799,94364,1174,373640,1089231,17583,0,0,0,0,North America
USA,1418504,9868,84187,762,300439,1033878,16406,4285,254,10057255,30384,North America
Asia,718970,17438,23208,357,405730,290032,4951,0,0,0,0,Asia
South America,341561,5937,18358,250,120879,202324,10109,0,0,0,0,South America
Spain,271095,1575,27104,184,183227,60764,1534,5798,580,2467761,52781,Europe
Russia,242271,10028,2212,96,48003,192056,2300,1660,15,5982558,40995,Europe
UK,229705,3242,33186,494,N/A,196175,1559,3384,489,2094209,30849,Europe
Italy,222104,888,31106,195,112541,78457,893,3673,514,2735628,45246,Europe
Brazil,180737,3135,12635,231,72597,95505,8318,850,59,735224,3459,South America
France,178225,0,26991,0,57785,93449,2542,2730,414,1384633,21213,Europe
Germany,173824,653,7792,54,148700,17332,1539,2075,93,2755770,32891,Europe
Turkey,143114,1639,3952,58,101715,37447,998,1697,47,1474003,17477,Asia
Iran,112725,1958,6783,50,89428,16514,2735,1342,81,629534,7495,Asia
China,82926,7,4633,0,78189,104,10,58,3,0,0,Asia
India,78041,3749,2551,136,26392,49098,0,57,2,1854250,1344,Asia
Africa,72089,1107,2446,39,25458,44185,216,0,0,0,0,Africa
Peru,72059,0,2057,0,23324,46678,797,2185,62,532169,16140,South America
Canada,71486,329,5209,40,34496,31781,502,1894,138,1145683,30356,North America
Belgium,53981,202,8843,82,13937,31201,420,4658,763,605237,52222,Europe
Saudi Arabia,44830,1905,273,9,17622,26935,147,1288,8,496948,14274,Asia
Netherlands,43211,227,5562,52,N/A,37399,432,2522,325,275720,16091,Europe
Mexico,38324,1997,3926,353,25935,8463,378,297,30,142204,1103,North America
Chile,34381,2660,346,11,14865,19170,494,1799,18,313750,16413,South America
Pakistan,34336,1662,737,13,8812,24787,111,155,3,317699,1438,Asia
Ecuador,30419,0,2327,0,3433,24659,181,1724,132,85223,4830,South America
Switzerland,30413,33,1870,3,26800,1743,79,3514,216,322084,37215,Europe
Portugal,28132,219,1175,12,3182,23775,103,2759,115,566172,55525,Europe
Sweden,27909,637,3460,147,4971,19478,351,2763,343,177500,17576,Europe
Qatar,26539,1390,14,0,3143,23382,72,9212,5,139127,48290,Asia
Belarus,25825,952,146,4,7711,17968,92,2733,15,296380,31365,Europe
Singapore,25346,675,21,0,4809,20516,19,4332,4,224262,38333,Asia
Ireland,23401,159,1497,9,19470,2434,72,4739,303,258808,52414,Europe
UAE,19661,0,203,0,6012,13446,1,1988,21,1500000,151662,Asia
Bangladesh,17822,1162,269,19,3361,14192,1,108,2,144538,878,Asia
Poland,17204,283,861,22,6410,9933,160,455,23,528122,13954,Europe
