Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
World,41595790,131755,1137917,2219,30967352,63062,9490521,74264,5336,146.0,0,0,0,All,0,0,0
Asia,12824365,37608,229290,693,11226593,28486,1368482,20930,0,0,0,0,0,Asia,0,0,0
North America,10295331,9228,338998,553,6869096,6276,3087237,19202,0,0,0,0,0,North America,0,0,0
South America,9154874,191,283459,32,8122891,804,748524,17570,0,0,0,0,0,South America,0,0,0
USA,8585748,929,227419,10,5603025,909,2755304,15686,25892,686,128665932,388015,331600424,North America,39,1458,3
India,7708947,3789,116681,28,6874518,2623,717748,8944,5569,84,98670363,71285,1384160060,Asia,180,11863,14
Europe,7598657,83496,244647,935,3331956,26726,4022054,14579,0,0,0,0,0,Europe,0,0,0
Brazil,5300649,0,155459,0,4756489,0,388701,8318,24883,730,17900000,84028,213023964,South America,40,1370,12
Africa,1686654,1206,40550,6,1385029,754,261075,1961,0,0,0,0,0,Africa,0,0,0
Russia,1463306,15971,25242,290,1107988,11428,330076,2300,10026,173,55683929,381517,145953873,Europe,100,5782,3
Spain,1046641,0,34366,0,N/A,N/A,N/A,1930,22383,735,15503165,331545,46760396,Europe,45,1361,3
Argentina,1037325,0,27519,0,840520,0,169286,4573,22887,607,2702220,59621,45322918,South America,44,1647,17
Colombia,981700,0,29464,0,884895,0,67341,2115,19231,577,4564070,89406,51048814,South America,52,1733,11
France,957421,0,34048,0,107652,0,815721,2248,14658,521,13931849,213292,65318211,Europe,68,1918,5
Peru,876885,0,33937,0,792892,0,50056,1076,26483,1025,4293748,129675,33111718,South America,38,976,8
Mexico,867559,6845,87415,522,632037,4453,148107,2617,6707,676,2229212,17234,129347271,North America,149,1480,58
UK,789229,0,44158,0,N/A,N/A,N/A,629,11607,649,30187915,443967,67995927,Europe,86,1540,2
South Africa,708359,0,18741,0,641706,0,47912,546,11898,315,4607883,77396,59536828,Africa,84,3177,13
Iran,550757,5471,31650,304,442674,3965,76433,4895,6532,375,4628866,54896,84320855,Asia,153,2664,18
Chile,495637,0,13719,0,468269,0,13649,767,25859,716,3974189,207350,19166549,South America,39,1397,5
Italy,449648,0,36832,0,257374,0,155442,926,7440,609,13962029,231029,60434179,Europe,134,1641,4
Iraq,442164,3899,10465,47,371826,2816,59873,446,10919,258,2705941,66823,40493902,Asia,92,3869,15
Bangladesh,394827,1696,5747,24,310532,1687,78548,0,2390,35,2221369,13447,165191844,Asia,418,28744,74
Germany,393525,2170,10014,15,302100,0,81411,943,4692,119,19276507,229847,83866745,Europe,213,8375,4
Indonesia,377541,4432,12959,102,301006,3497,63576,0,1376,47,4211138,15346,274408594,Asia,727,21175,65
Philippines,363888,1664,6783,38,312333,843,44772,1562,3307,62,4482723,40743,110025607,Asia,302,16221,25
Turkey,353426,0,9513,0,308446,0,35467,1504,4177,112,12759069,150787,84616674,Asia,239,8895,7
Saudi Arabia,343774,401,5250,15,330181,466,8343,791,9828,150,7562663,216208,34978578,Asia,102,6663,5
Pakistan,325480,736,6702,10,309136,462,9642,591,1465,30,4177270,18801,222187962,Asia,683,33152,53
Ukraine,322879,7053,6043,116,134898,2679,181938,177,7397,138,2880105,65979,43651587,Europe,135,7223,15
Israel,307765,430,2292,1,286119,644,19354,581,33461,249,4347493,472677,9197590,Asia,30,4013,2
Netherlands,262405,9271,6919,46,N/A,N/A,N/A,483,15304,404,2872319,167515,17146605,Europe,65,2478,6
Belgium,253386,13227,10539,50,21717,240,221130,525,21834,908,4287303,369430,11605189,Europe,46,1101,3
Poland,214686,12107,4019,168,102204,3320,108463,812,5674,106,4159590,109944,37833727,Europe,176,9414,9
Czechia,208915,0,1739,0,83136,0,124040,657,19497,162,1885488,175965,10715132,Europe,51,6162,6
Canada,206360,406,9829,3,173748,234,22783,215,5453,260,8853898,233960,37843662,North America,183,3850,4
Romania,196004,4902,6163,98,141089,3254,48752,778,10210,321,2961562,154268,19197521,Europe,98,3115,6
Morocco,182580,0,3079,0,151634,0,27867,625,4929,83,3107430,83884,37044180,Africa,203,12031,12
Ecuador,155625,0,12453,0,134187,0,8985,361,8780,703,505231,28505,17724487,South America,114,1423,35
Nepal,148509,3637,812,21,102820,3215,44877,0,5069,28,1350152,46087,29295447,Asia,197,36078,22
